District,State Country,Location,Team #,Related team #'s,Most Recent Yr,Rookie Year,Lat/Lon,Accurate Coord,school name,Name,Notes,,,,,,
,CA,"Chatsworth, CA ",396,599,2000,2000,"34.253602,-118.586333",0,,"NASA Ames Research Center/AVG, Inc./Boeing Rocketdyne/Decker Machine/NASA JPL/Fadal Engineering & LAUSD West Valley Team ",,,,,,,
MI,MI,"Flint, MI ",397,,2010,2000,"42.997632,-83.699191",1,,Flint Southwestern Academy and Bendle High School,,,,,,,
,PA,"Ridgway, PA ",398,,2006,2000,"41.432985,-78.719359",1,,Metaldyne & Ridgway Area High School,,,,,,,
0,CA,"Lancaster, CA ",399,,2017,2000,"34.693709,-118.188343",1,,NASA/NASA Armstrong Flight Research Center/Lockheed Martin/The Boeing Company/Northrop Grumman/Lancaster High School/Scaled Composites/Meece Car Audio/Jeffrey H. Stein DDS/Lancaster West Rotary/Lancaster Sunrise Rotary/AV Board of Trade/Rocco's Honda/Antelope Valley Fair Association/California Cogeneration Council/High Desert Medical Group/Theurer Orthodontics/Project Lead The Way/Golden State Jet/Right Way Driving/Pacific Coast Powder Coating/Aeroviroment/JT3 & Lancaster High,,,,,,,
,VA,"Richmond, VA ",400,,2003,2000,"37.54479,-77.592465",1,,Virginia Business Education Partnership/Computer Renaissance/University of Richmond & St. Michael's School,,,,,,,
0,VA,"Blacksburg, VA ",401,,2017,2000,"37.2118,-80.4594",1,,Virginia Tech School of Education & Blacksburg High & Auburn High & Eastern Montgomery High & Christiansburg High,,,,,,,
,VA,"Woodbridge, VA ",402,,2001,2000,"38.681876,-77.302059",1,,Virginia Business Education Partnership & Woodbridge High School ,,,,,,,
,VA,"Orange, VA ",403,497,2000,2000,"38.245755,-78.09753",1,,Virginia Business Education Partnership & Orange County Public Schools ,,,,,,,
,VA,"Petersburg, VA ",404,,2005,2000,"37.226362,-77.411281",1,,"Diversified Manufacturing, Inc. & ARGS",,,,,,,
0,VA,"Richmond, VA ",405,,2012,2000,"37.541098,-77.433295",1,,ALSTOM Power & Richmond Community High School,,,,,,,
MI,MI,"Southfield, MI ",406,,2009,2000,"42.42141,-83.163186",1,,Chrysler Foundation -Mack Ave Engine plant & Mumford High School ,,,,,,,
,MI,"Detroit, MI ",407,822,2003,2000,"42.43888,-83.23885",1,,Ford Motor Company & Henry Ford High School,,,,,,,
0,FL,"Ft. Lauderdale, FL ",408,132,2010,2000,"26.242391,-80.132906",1,,"BAE Systems, Land & Armaments & Blanche Ely High School & DeVry University",,,,,,,
,CA,"San Jose, CA ",409,,2003,2000,"37.25233,-121.819539",1,,Oak Grove High School,,,,,,,
,CA,"Los Angeles, CA ",410,,2004,2000,"34.024848,-118.282184",1,,The William C. Bannerman Foundation/USC & MaST High School,,,,,,,
,SC,"Rockhill, SC ",411,,2002,2000,"34.950566,-81.082974",1,,York Technical College/ATS of Carolinas & Northwestern High School,,,,,,,
,VA,"Richmond, VA ",413,,2000,2000,"37.664459,-77.410022",1,,NASA Langley Research Center/ VCU/ Boy Scouts of America & Atlee High School ,,,,,,,
0,VA,"Richmond, VA ",414,,2009,2000,"37.632824,-77.517171",1,,Farmer Machine Company / Jersey Mike's Subs / ITT Technical Institute / Capital Area Partners for Educational Reform / Henrico Education Foundation & Hermitage Technical Center,,,,,,,
0,SC,"Anderson, SC ",415,,2013,2000,"34.60468,-82.500133",1,,BOSCH/Tri-County Technical College/jcpenney/NASA/Michelin & Anderson 1 & 2 Career and Technology Center,,,,,,,
,VA,"Richmond, VA ",416,,2006,2000,"37.552451,-77.40338",1,,GE College Bound Program & Armstrong High School,,,,,,,
0,NY,"Mt. Sinai, NY ",417,,2010,2000,"40.88082,-73.01837",1,,Brookhaven National Laboratory/Hewlett Packard & Mount Sinai High School,,,,,,,
0,TX,"Austin, TX ",418,,2017,2000,"30.271795,-97.75658",1,,Atlassian/ARM/SMC Pneumatics/Athena Manufacturing/Westbrook Metals/Solidworks/FIRST/LASA Robotics Association&Lasa High School,,,,,,,
,MA,"Boston, MA ",419,,2002,2000,"42.31609,-71.046684",1,,"University of Massachusetts Boston/School of the Museum of Fine Arts, Boston (SMFA) & Boston College High School",,,,,,,
,TX,"Houston, TX ",420,,2000,2000,"29.772889,-95.459561",1,,NASA Johnson Space Center/Akili & Duchesne Academy ,,,,,,,
0,NY,"Bronx, NY ",421,,2015,2000,"40.818396,-73.92008",1,,Pershing Square Foundation / NASA / Bezos Family Foundation / jcpenney & ALFRED E SMITH CAREER AND TECHNICAL HIGH SCHOOL ,,,,,,,
0,VA,"Midlothian, VA ",422,,2017,2000,"37.557532,-77.453088",1,,Afton Chemical/WestRock & Maggie L. Walker Gov. Sch.,,,,,,,
MAR,PA,"Willow Grove, PA ",423,"487,1455",2017,2006,"39.926502,-75.337729",1,,Cheltenham School District/Lockheed Martin&Cheltenham Hs,,,,,,,
0,NY,"Churchville, NY ",424,340,2009,2007,"43.118496,-77.833736",1,,Bausch & Lomb Incorporated & Churchville-Chili High School,,,,,,,
0,FL,"Melbourne, FL ",425,386,2009,2007,"28.130848,-80.647554",1,,"LLC GovConnection, Inc/Harris Corporation/Taek Force, Inc. & Eau Gallie High School & Brevard Public Schools",,,,,,,
MAR,PA,"Flourtown, PA ",433,,2017,2000,"40.103214,-75.209142",1,,Johnson & Johnson Family of Consumer Companies/Scala/Comcast NBC Universal/Arris Corporation/Apex Display Group/Slawek Orthodontics/NRG/Villanova University&Mount St Joseph Academy,All female team,,,,,,
0,TX,"Missouri City, TX ",434,,2012,2000,"29.535358,-95.495501",1,,Fluor/JETS/Red Oak Instruments & Hightower High School & Fort Bend ISD,,,,,,,
NC,NC,"Raleigh, NC ",435,,2017,2000,"35.745348,-78.604097",1,,Investment Technology Partners & Robodogs Foundation,,,,,,,
0,TX,"Richardson, TX ",437,1745,2011,2000,"32.953983,-96.762322",1,,Greater Texas Foundation/jcpenney & Richardson High School,,,,,,,
,TX,"Houston, TX ",438,,2002,2000,"29.723407,-95.353784",1,,ASME/Dixie Hardware/Fiesta/Gillustrations/The Groovey Grill Mansion & Jack Yates High School,,,,,,,
,TX,"Houston, TX ",439,2597,2000,2000,"29.635999,-95.323978",1,,NASA Johnson Space Center & Houston Independent School District & Texas Southern University & Sterling High School ,,,,,,,
MI,MI,"St. Clair Shores, MI ",440,,2011,2000,"42.361064,-83.221413",1,,"Ford Motor Company / GM Foundation / University of Michigan / Jublee Housing Initiave & Community Devel, Corp / PTC & Cody HS High School & Detroit Public Schools & Detroit Public Schools",,,,,,,
0,TX,"Houston, TX ",441,,2017,2000,"29.794453,-95.394136",1,,Bechtel Corporation/Texas Workforce Commission & Reagan H S,,,,,,,
0,AL,"Huntsville, AL ",442,,2017,2000,"34.753286,-86.57283",1,,Lowe's /Boeing/Popeyes/AUVSI & Lee High Sch & New Century Tech Demo High Sch,,,,,,,
0,CO,"Denver, CO ",443,1410,2012,2000,"39.704501,-104.912986",1,,Freelance Robotics/Club Workshop & Freelance Robotics,,,,,,,
MAR,PA,"Philadelphia, PA ",444,,2008,2000,"39.992092,-75.11205",1,,Lockheed Martin IS&S/Hess Corporation/School District of Philadelphia & MASTBAUM A.V.T.S. PANTHERS,,,,,,,
,TX,"La Porte, TX ",446,,2004,2000,"29.653449,-95.013649",1,,La Porte High School,,,,,,,
IN,IN,"Anderson, IN ",447,,2017,2000,"40.065838,-85.690682",1,Anderson High School,SMC Corporation of America/Madison County Community Foundation/Ivy Tech Community College/Go Electric Inc/Xtreme Alternative Defense Systems/DRN Machine&BSA Sakima District Troup 447,Explorer Post,,,,,,
MI,MI,"Bloomfield Hills, MI ",448,,2008,2000,"42.579583,-83.239975",1,,Cranbrook Kingswood School,,,,,,,
0,MD,"Silver Spring, MD ",449,,2017,2000,"39.018183,-77.011757",1,,DoD STEM/Intelligent Automation Inc./Lassiter and Associates/Emergent Biosolutions/Maryland Space Business Roundtable/Privatin Consulting/Turning Point Global Solutions/Basecamp/CipherTech Solutions/Digital Ocean/Convene/1Password/Coca Cola&Montgomery Blair High,,,,,,,
0,OH,"Sylvania, OH ",451,,2017,2000,"41.685372,-83.716649",1,,Dana Holding Corporation & Sylvania Northview High School & Sylvania Southview High School & Springfield High School & Ottawa Hills High School & Anthony Wayne High School & Notre Dame Academy & Otsego High School & Perrysburg High School & Penta Career Center & Wildwood Environmental Academy & Bedford Senior High School,,,,,,,
,OR,"Newberg, OR ",452,"1433,3165",2000,2000,"45.311892,-122.95387",1,,NASA Ames Research Center & Newberg High School ,,,,,,,
MI,MI,"Harrison Township, MI ",453,,2017,2000,"42.581779,-82.853096",1,,TRW Automotive/L'Anse Creuse Public Schools & L'Anse Creuse High School,,,,,,,
,MS,"Jackson, MS ",454,,2000,2000,"32.283031,-90.24353",1,,NASA Johnson Space Center/Jackson State University/Entergy & Wingfield High School ,,,,,,,
,NV,"Elko, NV ",455,A207,2000,1997,"40.838908,-115.761353",1,,Elko High School ,,,,,,,
0,MS,"Vicksburg, MS ",456,,2017,2000,"32.331108,-90.820217",1,,US Army Engineer Research & Development Center/Vicksburg-Warren School District/Diane and Donald Cargile/Ginny and Chuck Dickerson/Entergy/National Defense Education Program/NASA&Vicksburg Catholic School&Warren Central High School&Vicksburg High School&Home School,Community-based,,,,,,
0,TX,"San Antonio, TX ",457,,2017,2000,"29.348533,-98.547728",1,,"Booz Allen Hamilton/The Boeing Company/Toyota Motor Manufacturing, Texas, Inc./Prototype Specialist Development /Solidworks/RobotNext/Texas Workforce Commission (FIRST in Texas)/PSI/Alion Science and Technology&South San Antonio High School",,,,,,,
,CA,"Daly City, CA ",458,,2000,2000,"37.695537,-122.46593",1,,NASA Ames Research Center/San Francisco University & Jefferson High School ,,,,,,,
,FL,"Gainesville, FL ",459,,2006,2000,"29.639906,-82.268658",1,,"Alachua County Public Schools/Fabco-Air, Inc/Subway/University of Florida College of Engineering & Eastside High School",,,,,,,
,AZ,"Phoenix, AZ ",460,991,2003,2000,"33.505174,-112.067263",1,,"Microchip Technology/Honeywell/Motorola, Inc./Society of Women Engineers/Arizona State University & Xavier College Preparatory",,,,,,,
IN,IN,"West Lafayette, IN ",461,,2017,2000,"40.436237,-86.910779",1,,"Purdue Polytechnic Institute/Purdue FIRST Programs/Caterpillar/Colors,Inc.&West Lafayette Jr/Sr High Sch",,,,,,,
0,MS,"Jackson, MS ",462,,2013,2000,"32.305286,-90.225658",1,,NDEP/Jackson State University School of Engineering/Computer Science Department/National Defense Education Program/NASA-Ole Miss/jcpenney & Provine High School Robotics Team,,,,,,,
,CA,"San Jose, CA ",463,,2001,2000,"37.3105,-121.966016",1,,NASA Ames Research Center/Applied Materials & Blackford High School ,school renamed to Boynton HS,,,,,,
,NM,"Rio Rancho, NM ",464,,2001,2000,"35.264047,-106.66796",1,,NASA Johnson Space Center & Rio Rancho - Sandoval County Schools ,,,,,,,
,MI,"Canton, MI ",465,862,2001,2000,"42.347199,-83.493891",1,,Creative Technology Services & Plymouth-Canton High School ,,,,,,,
,PA,"Philadelphia, PA ",466,,2001,2000,"39.921825,-75.233914",1,,Bartram High School ,,,,,,,
NE,MA,"Shrewsbury, MA ",467,,2017,2000,"42.303526,-71.744419",1,,Vangy Tool Company/Shrewsbury Robotics & Shrewsbury Sr High,,,,,,,
MI,MI,"Flint, MI ",468,,2017,2000,"42.997632,-83.699191",1,,Baker College/Staley's/Village Florist/Jack's Place/Lucy Ham Group &Family/Community,BSA Explorers,,,,,,
MI,MI,"West Bloomfield, MI ",469,"163,349",2017,2000,"42.602476,-83.226169",1,,Comau / AVL / General Motors / Nissan / Ford / CTR Electronics / QUEXCO / Eco-Bat / Solidworks / Lawrence Technological University / BAE / Bridgeman / Versatube / State of Michigan / Gorman's Gallery / Tramar Industries & International Academy,,,,,,,
MI,MI,"Ypsilanti, MI ",470,66,2017,2000,"42.244341,-83.646469",1,,General Motors Corporation / Mach3 / ZF & Ypsilanti New Tech High School,,,,,,,
,MI,"Fenton, MI ",471,,2003,2000,"42.784312,-83.731129",1,,Lear Corporation/Weber Electric & GISD & Fenton High School,,,,,,,
0,MT,"Corvallis, MT ",473,,2012,2000,"46.315641,-114.11544",1,,NASA/Innovative Manufacturing Solutions & Corvallis High School,,,,,,,
,MA,"Arlington, MA ",474,,2000,2000,"42.415582,-71.15038",1,,Boston College & Arlington Catholic ,,,,,,,
,MI,"Detroit, MI ",475,,2001,2000,"42.389607,-82.953783",1,,DaimlerChrysler & Detroit Finney High School ,,,,,,,
0,OK,"Ponca City, OK ",476,,2014,2000,"36.714708,-97.077206",1,,Phillips 66 / Food Pyramid / The Boeing Company / Precision Tool & Die / ConocoPhillips / Pioneer Technology Center & Ponca City High School,,,,,,,
,CA,"Rosemead, CA ",478,,2003,2000,"34.0423,-118.08704",1,,Kleiner Perkins Caufield & Byers & Don Bosco Technical Institute,,,,,,,
,CA,"San Jose, CA ",479,,2000,2000,"37.331912,-121.829211",1,,NASA Ames Research Center/Unity Care Group/Cisco/UC-Santa Cruz & Overfelt High School ,,,,,,,
,CA,"Oakland, CA ",480,,2004,2000,"37.759554,-122.162894",1,,Lawerence Berkeley Lab & Castlemont High School,,,,,,,
,CA,"Richmond, CA ",481,"1151,2042,3717",2007,2000,"37.968121,-122.340424",1,,"Google, Inc. / TAP Plastics of El Cerrito / The Ed Fund / Contra Costa College & Middle College High School & De Anza High School",,,,,,,
,OH,"Cincinnati, OH ",482,"A59,144",2000,2000,"39.214256,-84.587348",1,,Ethicon ENDO-Surgery & Walnut Hills High School ,,,,,,,
,CA,"Berkeley, CA ",483,,2000,2000,"37.869023,-122.270759",1,,NASA Ames Research Center/UC Berkeley & Berkeley High School ,,,,,,,
MAR,PA,"Havertown, PA ",484,,2017,2000,"39.983171,-75.301108",1,,Comcast/Piazza Honda of Springfield &Haverford Shs,,,,,,,
,MS,"Jackson, MS ",485,,2000,2000,"32.324682,-90.17452",1,,NASA Stennis Space Center & Bailey Magnet High School ,,,,,,,
MAR,PA,"Wallingford, PA ",486,,2017,2000,"39.895,-75.371361",1,,The Boeing Company/Tancredi's Auto & Truck/3M Dyneon & Strath Haven Hs,,,,,,,
,PA,"Wyndmoor, PA ",487,"423,1455",2005,2000,"40.102711,-75.19706",1,,Springfield High School & Springfield High School,,,,,,,
PNW,WA,"Redmond, WA ",488,,2017,2000,"47.575868,-122.295507",1,,Microsoft/The Boeing Company/Rainier Valley Rotary Club/OSPI/SPEEA& xbot robotics&Franklin High School,,,,,,,
,CT,"Bridgeport, CT ",491,546,2003,2000,"41.19104,-73.167357",1,,"UTC/Sikorsky ,Harding High School, Bullard Havens, Fairfield",,,,,,,
PNW,WA,"Bellevue, WA ",492,,2017,2001,"47.604526,-122.172162",1,,The Boeing Company/Western Integrated Technologies/Washington Office of Superintendent of Public Instruction/Microsoft/Bellevue Schools Foundation/Google/Honeywell/Chor Family/Alaska Airlines/Families and Friends of TRC&International School,,,,,,,
,OH,"Alliance, OH ",493,,2002,2001,"40.921816,-81.182515",1,,/Stark State College/ACme Industrial Group/Roberetson Heating Supply & Marlington High School,,,,,,,
MI,MI,"Goodrich, MI ",494,70,2017,2001,"42.91634,-83.530557",1,,General Motors/People of the state of Michigan/Fiat Chrysler Automotive Foundation/Kettering University/Leoni/Patti Engineering/Mid-Michigan Robotics Alliance/Burkland/Mid-States Bolt and Screw & Goodrich High School,,,,,,,
,VA,"Williamsburg, VA ",495,,2001,2001,"37.251227,-76.789247",1,,Virginia Business Education Partnership/Raytheon/SAIC/NCI/NASA & Jamestown HS,,,,,,,
0,NY,"Port Jefferson, NY ",496,,2017,2001,"40.9442316,-73.0529851",1,,Earl L Vandermeulen High School,,,,,,,
,VA,"Orange, VA ",497,403,2005,2001,"38.245755,-78.09753",1,,AJ/APM/AW/WAS & OCHS,,,,,,,
0,AZ,"Glendale, AZ ",498,,2017,2001,"33.626735,-112.196601",1,,Peoria Unified School District/Bechtel/Salt River Project/Arizona Diamondbacks/BULL / ATOS/Arizona State School Tax Credit Donors/Neumont University/Monument Hospitality/Jack & Connie Graves&Cactus High School,,,,,,,
0,TX,"San Antonio, TX ",499,,2015,2001,"29.394834,-98.55722",1,,"Lockheed Martin/First In Texas/Elmendorf Fund/Southwest Research Institute/Texas Institute for Educational Robotics/Akimeka, LLC & MEMORIAL HIGH SCHOOL ",,,,,,,
NE,CT,"New London, CT ",500,A54,2009,1995,"41.347626,-72.027376",1,,"U.S. Coast Guard Academy, USCG Foundation, USCG Alumni Association & Local Supporters & Grosso Regional Vocational Technical High School & Local Home School Community & New London Magnet High School & Westerly, RI High School",,,,,,,
NE,NH,"Manchester, NH ",501,"A26,146",2017,2001,"42.985724,-71.475221",1,,BURNDY / Dyn / UL / 4-H & Manchester West High School & Goffstown High School,,,,,,,
,NY,"Rockville Centre, NY ",502,,2002,2001,"40.66184,-73.639144",1,,1-800 Flowers.com/EDO Corp. & South Side High School RVC,,,,,,,
MI,MI,"Novi, MI ",503,,2017,2001,"42.463196,-83.490878",1,,Magna Seating Systems (Primary Sponsor)/Denso/The Nissan Foundation/Tata Technologies/Ford Motor Company/Novi Community School District/Autoliv/NGK Sparkplugs/ASCO Numatics Inc./Bright House Networks/Michigan Department of Education&Novi High School,,,,,,,
,NJ,"Little Silver, NJ ",504,,2001,2001,"40.349586,-74.040406",1,,Jesel Valvetrain Innovation & Red Bank Regional HS,,,,,,,
,NY,"Yorktown Hts, NY ",505,2344,2003,2001,"40.942962,-73.870461",1,,Con Edison/Westchester Community College & Saunders Trades and Technical High School,,,,,,,
,NY,"South Huntington, NY ",506,,2003,2001,"40.82371,-73.39874",1,,"NASA/Wire to Water Inc./Power Aisle, Inc/Cadin Contracting Corp. & St. Anthony's High School",,,,,,,
,SC,"Greenville, SC ",507,281,2006,2001,"34.812788,-82.443403",1,,Walmart/Electrolock/Computer Dynamics & Carolina Academy,,,,,,,
,CT,"Avon, CT ",508,"A197,1124",2001,1997,"41.810908,-72.797985",1,,Talcott Mountain Science Center/Trumpf Inc./Doran Manufacturing,,,,,,,
NE,NH,"Bedford, NH ",509,"A145,18,305",2017,2008,"42.936538,-71.515675",1,,Bedford School District & Bedford High School,,,,,,,
,VA,"Highland Springs, VA ",510,,2007,2001,"37.539337,-77.323794",1,,"Qimonda, Richmond / CapTech / Henrico Education Foundation / CAPER & Highland Springs Technical Center",,,,,,,
,MA,"Hull, MA ",512,,2002,2001,"42.306848,-70.908616",1,,Hull Academic Support Coalition & Hull High School,,,,,,,
,OK,"Oklahoma City, OK ",513,2461,2003,2001,"35.52053,-97.48889",1,,OSU-OKC & OKC Public Schools,,,,,,,
0,NY,"Miller Place, NY ",514,273,2017,2001,"40.9344997,-72.9884376",1,,Switches and Sensors Inc/Alternative Parts Inc/Photonics Industries International Inc/Lintech Components/MP Robotics Booster &Miller Place High School,,,,,,,
MI,MI,"Detroit, MI ",515,,2011,2001,"42.434407,-83.004673",1,,Gallagher-Kaiser Corporation/Prevention Network and Skillman Foundation/GM-MAAC & Osborn Educational Complex,,,,,,,
,NJ,"New Providence, NJ ",517,,2001,2001,"40.699902,-74.408426",1,,Lucent Technologies & New Providence HS,,,,,,,
MI,MI,"Grand Rapids, MI ",518,,2010,2001,"42.926021,-85.626319",1,,GRAPCEP Davenport/Gumbo/Steelcase/GE Aviation Systems/IST & Ottawa Hills High School,,,,,,,
MI,MI,"Detroit, MI ",519,,2013,2001,"42.369715,-82.951648",1,,General Motors Foundation-GM CCRW / Harvey Industries / ITT Technical Institute / Detroit Public Schools / American Integrated Supply & Golightly Career and Technical Center,,,,,,,
,TX,"Deer Park, TX ",520,,2001,2001,"29.68768,-95.12922",1,,NASA JSC & Deer Park HS,,,,,,,
,CT,"Waterford, CT ",521,,2007,2001,"41.339537,-72.128648",1,,Dominion Millstone Power Station & Waterford High School,,,,,,,
0,NY,"Staten Island, NY ",522,,2014,2001,"40.642804,-74.078745",1,,New York Container Terminal / Con Edison & Mckee Vocational High School,,,,,,,
,CA,"Bakersfield, CA ",524,,2002,2001,"35.324424,-119.01366",1,,NASA/Dryden/JPL & South High School,,,,,,,
0,IA,"Cedar Falls, IA ",525,332,2017,2001,"42.529176,-92.461335",1,,"Cedar Falls Community Schools/John Deere/PTC/Rockwell Collins/Denso International America, Inc./Iowa State University College of Engineering/DISTek Integration, Inc/Hawkeye Tool and Die&Cedar Falls High School",,,,,,,
